Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Quantity,Purchase_Date,Manufacturing_Date,Expiry_Date,Remainder_Time,Frequency,Remaining_Stock,Status,Reminder_Time
Clariphen,Antiseptic,Ointment,435 mg,GlaxoSmithKline plc,Pain,Prescription,,15,2026-07-07,2026-04-07,2028-04-06,,Three Times Daily,4,Active,08:00 AM
Amoxinazole,Antifungal,Syrup,91 mg,GlaxoSmithKline plc,Wound,Prescription,,60,2025-08-06,2025-05-08,2027-05-08,,Twice Daily,17,Completed,09:00 PM
Dolomet,Antidiabetic,Cream,119 mg,Novartis AG,Wound,Over-the-Counter,,120,2025-08-14,2025-03-30,2027-03-30,,Weekly,42,Completed,01:00 PM
Amoxinazole,Antipyretic,Inhaler,287 mg,Pfizer Inc.,Infection,Prescription,,30,2025-12-16,2025-08-11,2027-08-11,,Weekly,13,Active,06:00 PM
Acetocillin,Antiseptic,Tablet,263 mg,Biogen Inc.,Diabetes,Prescription,,60,2026-04-24,2026-03-03,2028-03-02,,Weekly,8,Active,08:00 AM
Cefvir,Antiseptic,Capsule,604 mg,Pfizer Inc.,Wound,Over-the-Counter,,90,2025-10-16,2025-06-20,2027-06-20,,Twice Daily,40,Active,01:00 PM
Cefphen,Antiseptic,Injection,434 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,,60,2025-09-18,2025-06-18,2027-06-18,,Once Daily,24,Active,01:00 PM
Dolophen,Antiseptic,Ointment,948 mg,Bayer AG,Depression,Over-the-Counter,,60,2026-03-07,2025-10-10,2027-10-10,,Twice Daily,38,Completed,06:00 PM
Ibuprostatin,Antidiabetic,Tablet,590 mg,Biogen Inc.,Wound,Over-the-Counter,,120,2025-08-18,2025-05-06,2027-05-06,,Once Daily,22,Active,09:00 PM
Acetomycin,Antiseptic,Capsule,295 mg,Sanofi S.A.,Fever,Prescription,,30,2025-08-31,2025-05-24,2027-05-24,,Twice Daily,25,Active,01:00 PM
Amoxistatin,Antipyretic,Inhaler,108 mg,CSL Limited,Diabetes,Prescription,,15,2026-07-26,2026-03-20,2028-03-19,,Once Daily,2,Active,09:00 PM
Cefphen,Antiviral,Cream,610 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,,90,2026-03-09,2025-12-05,2027-12-05,,Once Daily,28,Active,09:00 AM
Acetomycin,Analgesic,Tablet,768 mg,Bayer AG,Wound,Over-the-Counter,,30,2026-03-12,2025-10-30,2027-10-30,,Twice Daily,8,Active,01:00 PM
Dolonazole,Antiviral,Inhaler,451 mg,Pfizer Inc.,Depression,Prescription,,90,2026-03-05,2025-11-01,2027-11-01,,Twice Daily,28,Active,08:00 AM
Amoxivir,Antiviral,Cream,922 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,30,2025-09-03,2025-03-14,2027-03-14,,Once Daily,22,Completed,01:00 PM
Ibupromet,Antibiotic,Cream,352 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter,,15,2026-06-20,2025-12-23,2027-12-23,,Once Daily,15,Active,08:00 AM
Dextronazole,Antifungal,Inhaler,313 mg,Bayer AG,Wound,Prescription,,15,2026-01-29,2025-11-13,2027-11-13,,Weekly,5,Active,01:00 PM
Acetophen,Antibiotic,Injection,43 mg,CSL Limited,Virus,Over-the-Counter,,30,2025-09-27,2025-07-28,2027-07-28,,Once Daily,16,Active,09:00 PM
Cefphen,Analgesic,Capsule,925 mg,Biogen Inc.,Fever,Prescription,,15,2025-09-03,2025-06-22,2027-06-22,,Once Daily,14,Active,09:00 PM
Metocillin,Antiseptic,Drops,505 mg,Sanofi S.A.,Diabetes,Over-the-Counter,,90,2026-05-08,2026-02-26,2028-02-26,,Twice Daily,19,Active,08:00 AM
Metonazole,Antipyretic,Inhaler,209 mg,Roche Holding AG,Fungus,Over-the-Counter,,90,2026-05-23,2025-12-02,2027-12-02,,Twice Daily,87,Completed,09:00 AM
Metomycin,Antidepressant,Drops,257 mg,Eli Lilly and Company,Fever,Prescription,,120,2025-12-03,2025-07-17,2027-07-17,,Three Times Daily,89,Active,09:00 PM
Clarivir,Antidepressant,Cream,615 mg,AbbVie Inc.,Depression,Over-the-Counter,,30,2026-03-22,2025-10-15,2027-10-15,,Twice Daily,12,Completed,09:00 AM
Amoximet,Antipyretic,Inhaler,213 mg,Bayer AG,Diabetes,Over-the-Counter,,15,2025-09-09,2025-05-31,2027-05-31,,Twice Daily,2,Completed,01:00 PM
Claricillin,Antiseptic,Capsule,25 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,,30,2026-04-25,2025-12-30,2027-12-30,,Twice Daily,5,Active,09:00 PM
Dextrovir,Antipyretic,Injection,530 mg,Novartis AG,Wound,Prescription,,60,2026-04-18,2026-02-01,2028-02-01,,Twice Daily,48,Active,09:00 AM
Clariprofen,Antifungal,Drops,123 mg,Roche Holding AG,Wound,Over-the-Counter,,30,2026-03-31,2026-01-20,2028-01-20,,Once Daily,9,Completed,01:00 PM
Cefvir,Antiviral,Inhaler,649 mg,Novo Nordisk A/S,Diabetes,Prescription,,30,2025-12-20,2025-11-20,2027-11-20,,Twice Daily,23,Completed,01:00 PM
Clarinazole,Antifungal,Cream,625 mg,CSL Limited,Fungus,Prescription,,15,2025-12-20,2025-11-08,2027-11-08,,Three Times Daily,7,Completed,09:00 AM
Dolomet,Antifungal,Tablet,395 mg,Amgen Inc.,Fever,Prescription,,30,2026-03-12,2025-10-03,2027-10-03,,Three Times Daily,7,Active,08:00 AM
Dextrovir,Antidepressant,Cream,649 mg,AbbVie Inc.,Infection,Over-the-Counter,,90,2026-02-27,2025-12-01,2027-12-01,,Twice Daily,73,Completed,01:00 PM
Ibuprovir,Antibiotic,Injection,490 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,,15,2026-07-21,2026-05-29,2028-05-28,,Twice Daily,9,Active,09:00 AM
Cefmet,Antifungal,Injection,964 mg,Bayer AG,Pain,Prescription,,15,2025-11-25,2025-07-09,2027-07-09,,Twice Daily,2,Completed,06:00 PM
Acetomycin,Antiviral,Tablet,73 mg,Eli Lilly and Company,Fungus,Prescription,,90,2026-05-02,2026-02-18,2028-02-18,,Weekly,50,Active,01:00 PM
Ibuprocillin,Antidepressant,Drops,915 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,30,2026-02-09,2025-09-19,2027-09-19,,Weekly,18,Active,06:00 PM
Ibupromycin,Antipyretic,Drops,669 mg,CSL Limited,Virus,Over-the-Counter,,15,2026-01-17,2025-09-27,2027-09-27,,Weekly,1,Completed,06:00 PM
Amoxiphen,Antibiotic,Drops,456 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,,60,2025-09-04,2025-06-26,2027-06-26,,Three Times Daily,20,Active,01:00 PM
Acetovir,Antifungal,Injection,971 mg,AbbVie Inc.,Pain,Over-the-Counter,,30,2026-05-13,2026-03-13,2028-03-12,,Weekly,4,Completed,08:00 AM
Clarinazole,Antiviral,Syrup,177 mg,Novartis AG,Depression,Prescription,,60,2026-03-18,2025-10-13,2027-10-13,,Three Times Daily,11,Completed,08:00 AM
Ibupromycin,Antidepressant,Injection,146 mg,Pfizer Inc.,Wound,Over-the-Counter,,60,2025-09-01,2025-06-16,2027-06-16,,Twice Daily,25,Active,09:00 PM
Cefnazole,Antibiotic,Tablet,410 mg,Eli Lilly and Company,Infection,Prescription,,30,2026-06-11,2026-02-17,2028-02-17,,Once Daily,7,Completed,09:00 PM
Ibuprostatin,Antidepressant,Drops,56 mg,Pfizer Inc.,Pain,Over-the-Counter,,15,2025-12-15,2025-07-30,2027-07-30,,Once Daily,3,Active,01:00 PM
Amoxicillin,Antiseptic,Syrup,980 mg,CSL Limited,Wound,Over-the-Counter,,120,2025-12-13,2025-07-23,2027-07-23,,Weekly,3,Active,09:00 PM
Cefprofen,Antidiabetic,Ointment,51 mg,AstraZeneca plc,Pain,Over-the-Counter,,120,2025-10-07,2025-05-11,2027-05-11,,Twice Daily,79,Completed,01:00 PM
Amoxiphen,Antiseptic,Injection,911 mg,Biogen Inc.,Fungus,Over-the-Counter,,30,2025-09-13,2025-05-31,2027-05-31,,Three Times Daily,18,Active,01:00 PM
Amoxiprofen,Antifungal,Cream,891 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,,120,2026-01-16,2025-10-04,2027-10-04,,Twice Daily,13,Active,08:00 AM
Acetophen,Antipyretic,Ointment,370 mg,Johnson & Johnson,Fever,Prescription,,120,2026-07-30,2026-03-06,2028-03-05,,Three Times Daily,7,Active,01:00 PM
Clarimycin,Antidepressant,Capsule,458 mg,CSL Limited,Wound,Prescription,,15,2026-05-01,2026-03-25,2028-03-24,,Three Times Daily,5,Completed,06:00 PM
Amoxivir,Antidiabetic,Syrup,133 mg,Bayer AG,Infection,Over-the-Counter,,60,2025-08-19,2025-04-21,2027-04-21,,Weekly,23,Completed,08:00 AM
Metocillin,Antidepressant,Inhaler,785 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription,,90,2025-09-21,2025-03-28,2027-03-28,,Weekly,81,Completed,06:00 PM
Ibupromycin,Antifungal,Syrup,425 mg,Biogen Inc.,Virus,Over-the-Counter,,90,2026-06-12,2026-03-19,2028-03-18,,Three Times Daily,11,Active,08:00 AM
Amoximet,Antibiotic,Ointment,302 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter,,30,2025-12-28,2025-09-23,2027-09-23,,Once Daily,21,Active,09:00 PM
Amoximycin,Antibiotic,Capsule,308 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,30,2025-10-07,2025-08-14,2027-08-14,,Weekly,11,Completed,09:00 AM
Dextrophen,Analgesic,Drops,389 mg,Novartis AG,Diabetes,Over-the-Counter,,30,2025-11-22,2025-09-11,2027-09-11,,Twice Daily,15,Active,01:00 PM
Dextromycin,Antiviral,Syrup,686 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,,90,2025-12-13,2025-07-22,2027-07-22,,Weekly,36,Completed,08:00 AM
Dolonazole,Analgesic,Cream,594 mg,Boehringer Ingelheim GmbH,Depression,Prescription,,120,2026-04-26,2025-11-16,2027-11-16,,Weekly,61,Completed,01:00 PM
Amoxiprofen,Antifungal,Drops,749 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,60,2025-11-05,2025-06-12,2027-06-12,,Once Daily,1,Completed,09:00 PM
Amoxistatin,Antibiotic,Ointment,311 mg,Novo Nordisk A/S,Pain,Over-the-Counter,,30,2026-06-17,2026-03-08,2028-03-07,,Once Daily,14,Completed,08:00 AM
Acetophen,Analgesic,Tablet,71 mg,Roche Holding AG,Infection,Over-the-Counter,,120,2026-02-19,2025-11-05,2027-11-05,,Twice Daily,67,Completed,01:00 PM
Metovir,Antiseptic,Drops,277 mg,GlaxoSmithKline plc,Virus,Over-the-Counter,,15,2026-06-21,2026-01-11,2028-01-11,,Once Daily,2,Active,09:00 PM
Dolovir,Antifungal,Ointment,957 mg,Amgen Inc.,Pain,Prescription,,15,2026-01-02,2025-07-27,2027-07-27,,Once Daily,14,Completed,09:00 AM
Dolonazole,Antiviral,Ointment,466 mg,AstraZeneca plc,Infection,Prescription,,90,2026-01-06,2025-11-04,2027-11-04,,Weekly,23,Active,09:00 PM
Cefmet,Antifungal,Drops,98 mg,Roche Holding AG,Diabetes,Prescription,,30,2026-03-03,2026-01-10,2028-01-10,,Once Daily,8,Active,08:00 AM
Amoxistatin,Antiviral,Capsule,517 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,90,2026-06-20,2026-02-09,2028-02-09,,Once Daily,54,Completed,08:00 AM
Ibuprophen,Antidepressant,Capsule,628 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,,60,2025-08-08,2025-05-20,2027-05-20,,Weekly,6,Completed,09:00 AM
Metocillin,Antidepressant,Injection,96 mg,AbbVie Inc.,Fever,Over-the-Counter,,15,2025-09-14,2025-05-06,2027-05-06,,Once Daily,7,Completed,08:00 AM
Amoxiprofen,Antipyretic,Inhaler,26 mg,AbbVie Inc.,Pain,Prescription,,60,2025-11-01,2025-07-27,2027-07-27,,Once Daily,33,Completed,09:00 PM
Dextronazole,Antipyretic,Inhaler,280 mg,AstraZeneca plc,Wound,Prescription,,15,2025-08-25,2025-05-05,2027-05-05,,Twice Daily,4,Completed,08:00 AM
Cefnazole,Antidepressant,Ointment,358 mg,Boehringer Ingelheim GmbH,Virus,Prescription,,30,2026-04-11,2025-11-24,2027-11-24,,Three Times Daily,6,Completed,06:00 PM
Dextrophen,Antidiabetic,Drops,941 mg,CSL Limited,Infection,Over-the-Counter,,15,2026-08-01,2026-03-17,2028-03-16,,Twice Daily,9,Active,01:00 PM
Cefphen,Antidepressant,Injection,631 mg,Sanofi S.A.,Wound,Prescription,,60,2025-12-26,2025-10-17,2027-10-17,,Three Times Daily,49,Completed,09:00 PM
Claristatin,Antidepressant,Injection,133 mg,Johnson & Johnson,Pain,Over-the-Counter,,120,2025-09-23,2025-08-08,2027-08-08,,Three Times Daily,78,Completed,09:00 PM
Dolocillin,Antidepressant,Tablet,674 mg,Pfizer Inc.,Virus,Over-the-Counter,,120,2026-01-03,2025-07-17,2027-07-17,,Weekly,101,Active,06:00 PM
Acetophen,Antifungal,Ointment,81 mg,Roche Holding AG,Pain,Prescription,,30,2026-03-20,2025-12-26,2027-12-26,,Once Daily,12,Completed,06:00 PM
Dolophen,Analgesic,Capsule,618 mg,Sanofi S.A.,Wound,Prescription,,120,2025-12-26,2025-08-19,2027-08-19,,Twice Daily,23,Completed,09:00 AM
Dolovir,Antifungal,Inhaler,520 mg,Eli Lilly and Company,Wound,Over-the-Counter,,120,2025-10-11,2025-06-04,2027-06-04,,Weekly,54,Completed,01:00 PM
Dolomet,Antipyretic,Drops,680 mg,Bayer AG,Diabetes,Over-the-Counter,,30,2025-10-17,2025-07-03,2027-07-03,,Twice Daily,23,Completed,09:00 AM
Dextrophen,Analgesic,Ointment,567 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,15,2026-04-22,2026-01-17,2028-01-17,,Once Daily,11,Active,08:00 AM
Dextrovir,Antidepressant,Ointment,440 mg,Bayer AG,Infection,Over-the-Counter,,90,2026-05-27,2026-04-03,2028-04-02,,Weekly,70,Completed,08:00 AM
Metovir,Antiviral,Cream,163 mg,CSL Limited,Infection,Over-the-Counter,,15,2025-11-30,2025-06-30,2027-06-30,,Three Times Daily,13,Completed,08:00 AM
Dextrostatin,Antibiotic,Capsule,83 mg,CSL Limited,Diabetes,Prescription,,30,2025-09-24,2025-06-23,2027-06-23,,Three Times Daily,12,Completed,06:00 PM
Acetomycin,Antiviral,Injection,179 mg,Bristol-Myers Squibb Company,Wound,Prescription,,120,2025-12-26,2025-08-07,2027-08-07,,Twice Daily,40,Active,06:00 PM
Amoxiphen,Antidepressant,Cream,716 mg,Novo Nordisk A/S,Depression,Over-the-Counter,,15,2026-03-15,2025-11-22,2027-11-22,,Three Times Daily,10,Active,09:00 PM
Amoxistatin,Antidiabetic,Tablet,334 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,,90,2026-05-09,2026-01-23,2028-01-23,,Twice Daily,22,Active,06:00 PM
Dolomycin,Analgesic,Injection,257 mg,AstraZeneca plc,Pain,Prescription,,30,2025-09-11,2025-05-30,2027-05-30,,Once Daily,30,Completed,09:00 PM
Cefstatin,Antiviral,Drops,329 mg,AstraZeneca plc,Depression,Over-the-Counter,,30,2025-10-22,2025-08-07,2027-08-07,,Three Times Daily,8,Active,06:00 PM
Dextronazole,Antiseptic,Capsule,621 mg,AbbVie Inc.,Depression,Prescription,,15,2025-08-04,2025-02-19,2027-02-19,,Weekly,12,Completed,06:00 PM
Acetovir,Analgesic,Capsule,888 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,,90,2026-07-16,2026-06-13,2028-06-12,,Weekly,43,Active,09:00 AM
Metomycin,Antifungal,Capsule,72 mg,Johnson & Johnson,Pain,Prescription,,30,2026-07-11,2026-05-18,2028-05-17,,Once Daily,1,Completed,09:00 AM
Dextroprofen,Antifungal,Cream,766 mg,Bayer AG,Diabetes,Prescription,,30,2026-07-05,2026-02-18,2028-02-18,,Weekly,11,Completed,06:00 PM
Dextrostatin,Antidiabetic,Capsule,650 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,,15,2026-06-27,2026-05-15,2028-05-14,,Weekly,8,Completed,06:00 PM
Metocillin,Antifungal,Syrup,736 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,15,2025-08-03,2025-05-01,2027-05-01,,Twice Daily,9,Completed,09:00 AM
Metomycin,Analgesic,Tablet,702 mg,Novo Nordisk A/S,Fungus,Prescription,,60,2025-11-19,2025-07-21,2027-07-21,,Twice Daily,7,Completed,06:00 PM
Amoxistatin,Antifungal,Syrup,692 mg,Biogen Inc.,Pain,Prescription,,60,2026-07-15,2026-06-02,2028-06-01,,Three Times Daily,12,Active,06:00 PM
Amoxicillin,Antidepressant,Injection,344 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,90,2026-03-22,2025-10-12,2027-10-12,,Three Times Daily,53,Active,09:00 PM
Dolophen,Antibiotic,Syrup,918 mg,AstraZeneca plc,Diabetes,Prescription,,15,2026-05-13,2026-04-04,2028-04-03,,Once Daily,8,Completed,06:00 PM
Ibuproprofen,Antibiotic,Ointment,184 mg,Sanofi S.A.,Pain,Over-the-Counter,,90,2025-09-22,2025-07-26,2027-07-26,,Once Daily,57,Active,09:00 AM
Dolonazole,Antidiabetic,Drops,974 mg,Johnson & Johnson,Fungus,Prescription,,30,2025-10-23,2025-06-16,2027-06-16,,Once Daily,25,Active,09:00 PM
Dolomet,Antidiabetic,Capsule,112 mg,GlaxoSmithKline plc,Fever,Prescription,,120,2025-09-30,2025-04-29,2027-04-29,,Once Daily,57,Completed,01:00 PM
Acetovir,Antiseptic,Syrup,609 mg,Biogen Inc.,Virus,Prescription,,30,2025-10-09,2025-08-09,2027-08-09,,Twice Daily,13,Completed,08:00 AM
Clarimet,Analgesic,Injection,124 mg,GlaxoSmithKline plc,Fever,Prescription,,120,2026-01-01,2025-07-31,2027-07-31,,Twice Daily,25,Active,06:00 PM
Ibuprostatin,Analgesic,Capsule,267 mg,AbbVie Inc.,Wound,Over-the-Counter,,90,2026-05-29,2026-04-19,2028-04-18,,Weekly,47,Completed,01:00 PM
Metonazole,Antibiotic,Ointment,185 mg,Bristol-Myers Squibb Company,Diabetes,Prescription,,90,2026-04-19,2026-01-05,2028-01-05,,Once Daily,33,Active,08:00 AM
Dextroprofen,Antifungal,Drops,858 mg,AbbVie Inc.,Fungus,Over-the-Counter,,30,2026-07-23,2026-03-22,2028-03-21,,Three Times Daily,14,Completed,09:00 AM
Amoxinazole,Antidepressant,Inhaler,302 mg,"Gilead Sciences, Inc.",Infection,Prescription,,90,2026-06-06,2026-01-03,2028-01-03,,Once Daily,89,Completed,01:00 PM
Ibuprocillin,Antidepressant,Cream,134 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter,,120,2026-04-26,2026-01-06,2028-01-06,,Three Times Daily,101,Active,08:00 AM
Dextromet,Antiviral,Cream,317 mg,"Gilead Sciences, Inc.",Pain,Prescription,,90,2025-11-13,2025-09-22,2027-09-22,,Once Daily,70,Active,01:00 PM
Amoxiphen,Antipyretic,Drops,387 mg,Sanofi S.A.,Fever,Over-the-Counter,,30,2026-06-20,2026-01-20,2028-01-20,,Weekly,28,Active,06:00 PM
Acetomycin,Antidiabetic,Capsule,18 mg,Sanofi S.A.,Depression,Prescription,,15,2025-11-22,2025-07-20,2027-07-20,,Three Times Daily,5,Active,09:00 PM
Amoxiphen,Antiseptic,Drops,620 mg,Amgen Inc.,Pain,Prescription,,120,2025-09-26,2025-07-13,2027-07-13,,Weekly,101,Completed,08:00 AM
Dextrophen,Antipyretic,Ointment,615 mg,Pfizer Inc.,Fungus,Over-the-Counter,,90,2025-12-12,2025-09-02,2027-09-02,,Three Times Daily,6,Active,09:00 AM
Ibuprocillin,Analgesic,Injection,145 mg,"Gilead Sciences, Inc.",Wound,Prescription,,30,2026-04-19,2025-12-27,2027-12-27,,Three Times Daily,30,Active,01:00 PM
Dextrostatin,Antibiotic,Capsule,878 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,30,2025-10-19,2025-06-27,2027-06-27,,Once Daily,22,Active,08:00 AM
Dextronazole,Antibiotic,Injection,50 mg,Amgen Inc.,Infection,Over-the-Counter,,30,2026-02-18,2026-01-10,2028-01-10,,Three Times Daily,27,Active,09:00 AM
Dolophen,Antipyretic,Drops,939 mg,Roche Holding AG,Fever,Prescription,,15,2026-04-17,2026-02-14,2028-02-14,,Once Daily,14,Active,01:00 PM
Amoximet,Antidiabetic,Injection,864 mg,Novartis AG,Virus,Prescription,,60,2025-08-05,2025-02-19,2027-02-19,,Once Daily,32,Completed,01:00 PM
Ibupronazole,Analgesic,Capsule,102 mg,Johnson & Johnson,Fungus,Prescription,,60,2026-01-29,2025-12-02,2027-12-02,,Three Times Daily,9,Active,06:00 PM
Metomet,Antidepressant,Inhaler,101 mg,Biogen Inc.,Virus,Over-the-Counter,,90,2025-08-25,2025-04-25,2027-04-25,,Three Times Daily,62,Active,06:00 PM
Amoximycin,Antiseptic,Syrup,524 mg,Pfizer Inc.,Wound,Over-the-Counter,,15,2026-02-02,2025-12-18,2027-12-18,,Once Daily,12,Completed,01:00 PM
Dolomycin,Antidiabetic,Syrup,921 mg,"Gilead Sciences, Inc.",Depression,Prescription,,120,2025-11-12,2025-07-08,2027-07-08,,Weekly,116,Active,09:00 PM
Acetomet,Antidiabetic,Tablet,279 mg,Johnson & Johnson,Depression,Over-the-Counter,,30,2026-01-03,2025-08-27,2027-08-27,,Once Daily,11,Completed,09:00 AM
Acetomycin,Antiseptic,Ointment,487 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,15,2026-02-04,2025-12-18,2027-12-18,,Weekly,11,Completed,09:00 PM
Dolomet,Antifungal,Inhaler,873 mg,Eli Lilly and Company,Wound,Prescription,,30,2026-06-06,2026-02-14,2028-02-14,,Weekly,26,Completed,09:00 PM
Claristatin,Antibiotic,Tablet,138 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,90,2025-08-09,2025-05-09,2027-05-09,,Three Times Daily,20,Active,06:00 PM
Metocillin,Antifungal,Drops,341 mg,Eli Lilly and Company,Pain,Over-the-Counter,,30,2026-05-29,2026-03-24,2028-03-23,,Twice Daily,23,Completed,08:00 AM
Metoprofen,Antifungal,Syrup,707 mg,GlaxoSmithKline plc,Wound,Prescription,,120,2026-03-14,2026-02-07,2028-02-07,,Weekly,89,Active,09:00 PM
Dextromycin,Antidepressant,Capsule,438 mg,Bristol-Myers Squibb Company,Fungus,Prescription,,15,2025-11-29,2025-07-06,2027-07-06,,Weekly,5,Active,08:00 AM
Dolocillin,Antidepressant,Drops,369 mg,CSL Limited,Diabetes,Over-the-Counter,,60,2026-03-13,2025-11-19,2027-11-19,,Once Daily,23,Active,01:00 PM
Clariprofen,Antidepressant,Injection,564 mg,Pfizer Inc.,Wound,Prescription,,120,2026-01-18,2025-08-16,2027-08-16,,Three Times Daily,90,Completed,09:00 PM
Ibuprovir,Antiseptic,Ointment,314 mg,CSL Limited,Infection,Prescription,,15,2025-11-11,2025-07-23,2027-07-23,,Three Times Daily,8,Completed,09:00 PM
Dextrocillin,Antidepressant,Inhaler,940 mg,Novartis AG,Fever,Over-the-Counter,,15,2026-07-16,2026-02-09,2028-02-09,,Three Times Daily,6,Active,09:00 AM
Metocillin,Analgesic,Tablet,715 mg,Pfizer Inc.,Fungus,Prescription,,120,2026-04-04,2026-01-14,2028-01-14,,Weekly,44,Completed,08:00 AM
Acetonazole,Antidiabetic,Capsule,607 mg,Biogen Inc.,Virus,Over-the-Counter,,120,2025-08-10,2025-06-03,2027-06-03,,Three Times Daily,49,Completed,01:00 PM
Claricillin,Antibiotic,Injection,564 mg,Boehringer Ingelheim GmbH,Fungus,Prescription,,90,2025-10-06,2025-08-04,2027-08-04,,Weekly,48,Active,08:00 AM
Dolocillin,Antidiabetic,Drops,840 mg,Eli Lilly and Company,Diabetes,Prescription,,30,2026-07-09,2026-01-12,2028-01-12,,Weekly,22,Completed,09:00 AM
Dextromycin,Antipyretic,Drops,930 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,,60,2026-05-30,2026-02-19,2028-02-19,,Three Times Daily,16,Completed,06:00 PM
Doloprofen,Antibiotic,Capsule,967 mg,AbbVie Inc.,Fever,Over-the-Counter,,30,2025-12-18,2025-11-10,2027-11-10,,Three Times Daily,25,Completed,01:00 PM
Clarivir,Antidepressant,Drops,26 mg,AbbVie Inc.,Fungus,Prescription,,60,2026-02-20,2026-01-13,2028-01-13,,Twice Daily,50,Active,06:00 PM
Dextrophen,Antipyretic,Drops,316 mg,AbbVie Inc.,Fever,Over-the-Counter,,30,2025-09-17,2025-05-18,2027-05-18,,Once Daily,6,Active,08:00 AM
Dolostatin,Antiseptic,Capsule,164 mg,Amgen Inc.,Pain,Prescription,,120,2026-03-07,2025-12-07,2027-12-07,,Weekly,66,Completed,08:00 AM
Dolonazole,Analgesic,Drops,477 mg,"Gilead Sciences, Inc.",Pain,Prescription,,90,2025-11-08,2025-09-26,2027-09-26,,Twice Daily,67,Completed,01:00 PM
Acetomet,Analgesic,Drops,501 mg,Pfizer Inc.,Infection,Over-the-Counter,,15,2026-04-14,2025-11-13,2027-11-13,,Three Times Daily,3,Completed,08:00 AM
Cefvir,Analgesic,Inhaler,959 mg,"Gilead Sciences, Inc.",Pain,Prescription,,30,2026-08-01,2026-03-11,2028-03-10,,Twice Daily,14,Active,09:00 AM
Metomycin,Antibiotic,Drops,124 mg,CSL Limited,Diabetes,Prescription,,120,2025-11-27,2025-06-24,2027-06-24,,Weekly,9,Completed,09:00 AM
Cefcillin,Analgesic,Cream,720 mg,AbbVie Inc.,Wound,Prescription,,120,2026-02-22,2026-01-16,2028-01-16,,Once Daily,9,Active,09:00 PM
Amoxivir,Antifungal,Syrup,396 mg,AbbVie Inc.,Fungus,Over-the-Counter,,120,2025-11-10,2025-07-25,2027-07-25,,Twice Daily,91,Active,01:00 PM
Cefphen,Analgesic,Ointment,226 mg,Eli Lilly and Company,Depression,Over-the-Counter,,30,2026-07-05,2026-01-28,2028-01-28,,Weekly,10,Completed,06:00 PM
Clariphen,Antibiotic,Injection,988 mg,Amgen Inc.,Depression,Over-the-Counter,,30,2025-09-11,2025-04-16,2027-04-16,,Weekly,2,Active,08:00 AM
Cefmycin,Antibiotic,Capsule,776 mg,Eli Lilly and Company,Fever,Prescription,,15,2026-03-27,2025-10-07,2027-10-07,,Three Times Daily,9,Active,06:00 PM
Cefmet,Antiviral,Injection,961 mg,AstraZeneca plc,Depression,Prescription,,60,2025-09-13,2025-03-17,2027-03-17,,Three Times Daily,6,Completed,08:00 AM
Dextronazole,Antipyretic,Inhaler,942 mg,CSL Limited,Fungus,Over-the-Counter,,120,2026-04-03,2026-01-03,2028-01-03,,Three Times Daily,75,Completed,01:00 PM
Metocillin,Antiseptic,Drops,699 mg,CSL Limited,Virus,Prescription,,120,2026-07-13,2026-06-02,2028-06-01,,Once Daily,81,Active,09:00 AM
Dolostatin,Antibiotic,Injection,206 mg,Biogen Inc.,Depression,Prescription,,15,2026-01-20,2025-12-16,2027-12-16,,Once Daily,10,Active,09:00 AM
Ibuprocillin,Antidepressant,Tablet,559 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,60,2025-09-19,2025-05-17,2027-05-17,,Three Times Daily,44,Active,06:00 PM
Dextronazole,Antifungal,Ointment,737 mg,Amgen Inc.,Pain,Over-the-Counter,,30,2026-01-03,2025-07-10,2027-07-10,,Weekly,9,Completed,06:00 PM
